avg_red,avg_green,avg_blue,std_red,std_green,std_blue,green_ratio,disease_ratio,brown_ratio,yellow_ratio,texture_contrast,texture_energy,brightness,saturation,label,treatment
112.1301,105.9239,65.3685,38.3571,36.1725,27.3948,0.1963,0.3555,0.1838,0.0741,0.0546,0.2484,89.9436,0.4392,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
100.6416,98.2809,63.7724,31.8525,45.6724,32.4895,0.2524,0.3526,0.2202,0.1169,0.0718,0.224,94.6981,0.4397,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
120.1645,106.6471,44.4271,41.4933,43.3838,23.1135,0.2533,0.1688,0.1407,0.0747,0.0685,0.2155,88.5965,0.4412,Cercospora Leaf Spot,Apply Mancozeb or Chlorothalonil. Rotate crops. Remove infected debris after harvest.
108.2812,105.8279,53.0692,36.7312,31.4041,24.3713,0.1938,0.3702,0.2141,0.0815,0.0726,0.2659,78.6755,0.4811,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
118.3084,98.604,38.8692,39.6061,31.8158,24.9641,0.2056,0.389,0.1563,0.3117,0.0498,0.2704,92.8391,0.634,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
156.7778,83.6678,50.718,38.8314,38.5373,25.1077,0.3004,0.4612,0.2039,0.3866,0.0529,0.2513,107.8554,0.5939,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
153.5867,109.7646,52.4533,41.9769,33.4366,18.816,0.2076,0.3988,0.1374,0.3189,0.0544,0.2833,111.5452,0.5547,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
75.76,115.5583,55.4388,30.9071,37.9751,22.7703,0.517,0.0522,0.0494,0.013,0.0229,0.3086,91.4037,0.5381,Healthy,No treatment needed. Continue regular maintenance and monitoring.
102.0797,73.3392,50.4469,36.0476,36.824,28.5492,0.2597,0.4158,0.2682,0.0531,0.0778,0.1868,83.6427,0.4503,Anthracnose,Apply Copper-based fungicide or Azoxystrobin. Remove infected plant parts. Ensure proper spacing.
121.9615,95.283,53.5347,45.076,41.992,31.1369,0.2076,0.4261,0.2698,0.0399,0.0732,0.1894,88.3187,0.422,Anthracnose,Apply Copper-based fungicide or Azoxystrobin. Remove infected plant parts. Ensure proper spacing.
125.37,70.4393,51.298,50.2599,48.9261,34.9405,0.1931,0.3618,0.3682,0.0487,0.0511,0.2246,68.2582,0.5223,Anthracnose,Apply Copper-based fungicide or Azoxystrobin. Remove infected plant parts. Ensure proper spacing.
86.0231,109.0347,67.2003,35.5637,35.5097,25.6169,0.2975,0.2858,0.1225,0.1067,0.0475,0.3237,106.9443,0.3498,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
109.8115,65.0289,59.1858,37.6781,27.9133,16.6707,0.3288,0.3277,0.2087,0.1217,0.0676,0.3447,78.8581,0.4483,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
131.459,99.3765,52.2662,48.0397,35.1651,28.8167,0.2012,0.2615,0.2001,0.117,0.0487,0.3244,95.7036,0.56,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
160.5702,114.1706,58.8237,37.6533,28.5707,19.978,0.2304,0.3835,0.1343,0.1854,0.0547,0.3289,104.1783,0.5865,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
98.365,93.2115,61.7953,49.1987,43.1726,28.8966,0.1287,0.2432,0.2396,0.0703,0.0606,0.2188,75.0754,0.4917,Anthracnose,Apply Copper-based fungicide or Azoxystrobin. Remove infected plant parts. Ensure proper spacing.
123.5979,105.8357,47.0125,54.7395,47.9569,29.5717,0.3754,0.2859,0.1801,0.0812,0.0652,0.2642,94.3021,0.4653,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
119.165,90.2396,49.8802,34.9772,38.6646,26.926,0.1932,0.4514,0.2081,0.1085,0.0702,0.2569,83.3037,0.3943,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
129.9906,94.7389,35.3518,35.5701,20.7498,24.1783,0.3227,0.3889,0.0933,0.2614,0.0454,0.2093,107.7416,0.5986,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
98.2942,107.622,57.5633,38.1848,42.7869,30.2012,0.2825,0.2235,0.1557,0.1087,0.0465,0.3526,99.0345,0.352,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
99.9042,71.8294,56.8716,24.0631,41.0522,33.2024,0.317,0.1521,0.1402,0.1487,0.0274,0.2714,91.9989,0.4396,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
107.4852,109.1684,42.6576,41.2035,40.9822,25.4629,0.2658,0.3647,0.2411,0.088,0.0559,0.2948,89.0101,0.4729,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
109.5489,92.5145,54.5581,42.0865,37.5925,32.251,0.2261,0.2848,0.207,0.0632,0.0339,0.2468,93.499,0.5319,Cercospora Leaf Spot,Apply Mancozeb or Chlorothalonil. Rotate crops. Remove infected debris after harvest.
71.16,109.6898,42.0611,23.2228,31.4549,32.813,0.5079,0.0853,0.058,0.0326,0.0196,0.3322,109.5093,0.6284,Healthy,No treatment needed. Continue regular maintenance and monitoring.
121.7098,114.8287,47.9902,37.8963,30.3244,22.5331,0.2601,0.193,0.2176,0.0893,0.0352,0.2308,88.6374,0.4528,Cercospora Leaf Spot,Apply Mancozeb or Chlorothalonil. Rotate crops. Remove infected debris after harvest.
91.7175,151.2117,68.3392,32.2959,34.6492,18.3562,0.5844,0.0862,0.0554,0.0045,0.0146,0.4221,94.6044,0.5609,Healthy,No treatment needed. Continue regular maintenance and monitoring.
84.7077,167.1341,77.2754,32.1816,35.19,25.4801,0.5991,0.0493,0.0449,0.0,0.022,0.4059,90.1681,0.6144,Healthy,No treatment needed. Continue regular maintenance and monitoring.
178.107,168.4201,122.9674,25.896,27.9471,33.0943,0.1548,0.3957,0.0345,0.0567,0.0319,0.5258,146.6381,0.1694,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
95.4353,155.3346,64.1343,39.384,31.1311,20.0214,0.4077,0.1249,0.0631,0.0289,0.0214,0.335,119.4575,0.5278,Healthy,No treatment needed. Continue regular maintenance and monitoring.
72.4371,143.0498,71.857,33.5948,39.9802,21.9728,0.4363,0.125,0.0435,0.025,0.0266,0.4022,99.5589,0.6499,Healthy,No treatment needed. Continue regular maintenance and monitoring.
105.3274,134.3807,44.13,61.444,54.3124,29.6468,0.2911,0.244,0.1456,0.2051,0.0722,0.3007,111.0382,0.4016,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
77.2778,148.9176,60.5701,31.343,42.6423,27.0313,0.5931,0.1122,0.0427,0.0132,0.0148,0.3013,115.5621,0.4538,Healthy,No treatment needed. Continue regular maintenance and monitoring.
137.8227,148.7388,125.4982,26.6483,20.5477,32.1653,0.1725,0.226,0.0678,0.0893,0.0213,0.5601,150.1283,0.0913,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
97.2888,143.8879,67.7836,27.2441,30.909,24.9865,0.5364,0.0664,0.0639,0.0491,0.0204,0.4391,83.5831,0.5084,Healthy,No treatment needed. Continue regular maintenance and monitoring.
124.6371,174.2568,145.892,26.3193,24.7529,30.8171,0.1561,0.2808,0.0339,0.1074,0.0345,0.4101,158.7087,0.1403,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
124.0371,98.1689,40.8936,40.3966,40.4024,24.2692,0.139,0.2984,0.1563,0.074,0.0721,0.3008,100.2932,0.4319,Cercospora Leaf Spot,Apply Mancozeb or Chlorothalonil. Rotate crops. Remove infected debris after harvest.
130.2697,96.7592,48.0797,43.9928,40.6047,28.2785,0.2166,0.4516,0.1363,0.3541,0.0521,0.2678,103.8116,0.4537,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
72.0171,101.6,52.2584,54.0052,51.4246,32.3593,0.277,0.2036,0.0782,0.2384,0.0562,0.334,96.8707,0.4177,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
155.5976,104.7705,40.6323,33.2518,42.1009,24.3685,0.1847,0.4232,0.1472,0.2828,0.0544,0.2203,96.9062,0.5573,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
114.3306,98.0522,53.4488,43.9415,39.5704,18.0518,0.3008,0.3221,0.1585,0.2994,0.0483,0.3035,93.654,0.469,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
115.7103,89.2811,41.4527,47.3282,38.9976,30.2422,0.2016,0.3919,0.1303,0.0913,0.034,0.2384,100.4882,0.5016,Cercospora Leaf Spot,Apply Mancozeb or Chlorothalonil. Rotate crops. Remove infected debris after harvest.
100.1215,133.916,54.6196,48.697,39.2594,33.9274,0.2609,0.215,0.1444,0.2254,0.0456,0.2292,94.4212,0.3594,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
83.0784,145.0701,62.132,26.2402,33.4047,21.8159,0.6361,0.0806,0.088,0.0288,0.0165,0.3195,76.9686,0.425,Healthy,No treatment needed. Continue regular maintenance and monitoring.
132.8511,104.7766,58.1566,42.4455,40.2525,26.953,0.3134,0.2057,0.1983,0.1317,0.0508,0.2558,86.4163,0.3893,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
99.3303,116.7713,65.5728,36.1928,40.3681,30.4393,0.3147,0.2528,0.1193,0.1194,0.0507,0.3685,104.6715,0.2622,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
101.0518,115.0157,68.8962,35.2433,31.5741,29.0814,0.303,0.1632,0.1458,0.0937,0.0422,0.3347,97.9702,0.395,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
90.1512,118.9485,76.6511,40.504,32.4442,34.0053,0.2564,0.139,0.1071,0.1627,0.0363,0.3926,96.391,0.3303,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
105.9066,103.2858,48.0904,41.5925,33.9397,28.9544,0.2959,0.3279,0.1957,0.0742,0.0649,0.3072,66.4778,0.4464,Cercospora Leaf Spot,Apply Mancozeb or Chlorothalonil. Rotate crops. Remove infected debris after harvest.
160.857,153.6938,152.3957,19.7601,15.867,28.9328,0.1987,0.2576,0.0846,0.1175,0.0255,0.3037,152.6269,0.2211,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
130.5105,133.7759,54.1653,47.3598,34.3097,28.725,0.3076,0.3317,0.169,0.0862,0.0775,0.2979,97.6959,0.4381,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
96.2664,106.4123,53.7004,44.2624,41.9071,23.2992,0.2011,0.3986,0.1828,0.0357,0.0548,0.2972,87.3,0.5314,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
99.0312,84.4088,56.2061,35.5008,36.4044,29.0614,0.2024,0.3997,0.2204,0.0685,0.0409,0.3125,74.7682,0.5248,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
145.2143,115.9313,57.9038,43.6462,34.5841,27.5093,0.1104,0.2947,0.1773,0.3008,0.0561,0.2526,105.1385,0.5011,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
118.2047,126.2433,49.5373,59.3458,38.4922,29.5392,0.358,0.1838,0.1093,0.2272,0.0571,0.2971,93.5915,0.3924,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
84.7245,94.8301,71.9808,37.3968,36.7261,35.8934,0.3279,0.2022,0.0929,0.1007,0.0157,0.3394,92.2107,0.3594,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
122.0797,86.9665,48.0539,45.5869,43.5197,26.9749,0.2658,0.2956,0.1933,0.0888,0.042,0.3312,84.6766,0.4861,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
129.0441,84.3684,54.0309,42.5112,42.0884,24.0648,0.2437,0.4161,0.2174,0.1073,0.0373,0.2881,102.592,0.4053,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
113.4765,75.7246,59.6288,40.0392,37.7308,26.2736,0.3269,0.2937,0.1994,0.1174,0.0478,0.3026,86.4111,0.4099,Cercospora Leaf Spot,Apply Mancozeb or Chlorothalonil. Rotate crops. Remove infected debris after harvest.
100.1966,114.0721,70.6593,21.7246,31.6326,32.5034,0.337,0.2145,0.0932,0.1575,0.0548,0.3675,99.9168,0.322,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
107.6869,149.8501,57.2171,45.0427,46.0255,24.3228,0.3754,0.2487,0.1337,0.2606,0.0638,0.2622,94.5346,0.3764,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
100.005,83.434,64.6942,34.7283,35.0312,28.5422,0.3163,0.2505,0.0912,0.097,0.0327,0.2331,93.1337,0.3967,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
69.6345,137.8422,70.0744,23.7254,35.9236,28.7517,0.551,0.1661,0.0166,0.0512,0.0191,0.4109,99.4131,0.476,Healthy,No treatment needed. Continue regular maintenance and monitoring.
111.5984,80.3203,45.888,40.3312,50.0619,21.4616,0.2142,0.3177,0.275,0.0843,0.0463,0.2522,82.3055,0.4445,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
151.7523,103.7477,59.2039,32.604,35.6983,22.2601,0.2607,0.3294,0.0803,0.3094,0.0528,0.3096,88.5667,0.6193,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
99.3293,120.2825,55.356,32.3103,38.917,23.9938,0.5022,0.1227,0.0848,0.0496,0.0204,0.3477,86.6956,0.5514,Healthy,No treatment needed. Continue regular maintenance and monitoring.
148.029,100.4177,48.5824,38.117,43.4495,25.7153,0.2826,0.3773,0.1958,0.0786,0.0598,0.3073,94.726,0.439,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
110.6695,106.9929,58.975,51.4186,32.0015,18.7354,0.3315,0.2703,0.1191,0.0844,0.0695,0.2751,86.3372,0.442,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
112.0123,89.9861,54.7353,41.8851,28.52,21.1317,0.2203,0.3554,0.1797,0.0539,0.0607,0.2039,69.9823,0.4533,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
160.2004,150.6184,126.7503,21.1683,21.0374,28.5664,0.2581,0.2539,0.0837,0.1203,0.0389,0.28,151.9554,0.2323,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
174.3804,155.172,134.941,29.1802,25.4832,26.2499,0.2262,0.2597,0.0601,0.1071,0.0214,0.3936,155.0358,0.1722,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
164.4872,113.0106,39.2875,45.8921,33.5024,17.0572,0.2114,0.4663,0.1566,0.3008,0.0664,0.1927,88.4296,0.453,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
139.7822,72.8549,43.9597,53.3796,37.777,22.1761,0.2784,0.3533,0.2326,0.1058,0.0521,0.2193,83.9776,0.4193,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
94.0815,144.187,49.8332,28.7796,34.8035,24.462,0.5767,0.1229,0.0716,0.0038,0.0231,0.4332,98.8681,0.5855,Healthy,No treatment needed. Continue regular maintenance and monitoring.
130.6591,132.8116,33.7417,33.5095,41.5711,24.8531,0.1687,0.4164,0.2087,0.2982,0.076,0.181,106.2444,0.62,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
79.1267,150.6624,66.8189,39.2335,37.9196,23.5628,0.5973,0.1133,0.0664,0.0401,0.0253,0.4268,108.8216,0.5589,Healthy,No treatment needed. Continue regular maintenance and monitoring.
129.3633,95.9223,59.0233,36.839,37.2513,22.2483,0.1656,0.3392,0.2363,0.0837,0.053,0.2193,78.7092,0.4115,Cercospora Leaf Spot,Apply Mancozeb or Chlorothalonil. Rotate crops. Remove infected debris after harvest.
96.5212,119.7933,56.6417,44.2383,41.8521,34.3323,0.2942,0.201,0.1156,0.1607,0.0399,0.3607,88.5292,0.3598,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
110.2487,102.0714,47.3146,57.968,50.1659,27.1785,0.2485,0.1942,0.0867,0.1577,0.0439,0.3456,103.7357,0.3563,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
103.9026,123.2276,35.5505,47.0523,55.0338,27.8828,0.2558,0.3339,0.1546,0.2234,0.0871,0.211,87.912,0.3965,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
88.6455,97.9569,52.8752,42.6007,37.4268,29.0571,0.271,0.2442,0.2443,0.0215,0.0354,0.3096,94.0562,0.4471,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
149.0609,166.8807,126.1265,20.5649,26.4694,38.0142,0.1659,0.285,0.0815,0.1326,0.0275,0.3654,132.9245,0.1695,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
95.7493,97.2474,53.0111,48.7597,38.2278,30.4936,0.3222,0.4493,0.2042,0.0518,0.063,0.2479,101.8557,0.4358,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
138.6425,95.8127,50.8729,32.3115,37.8239,24.7379,0.176,0.3308,0.1411,0.3169,0.0485,0.2673,115.8668,0.5195,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
81.5374,123.2437,77.3494,25.7161,32.2223,25.8176,0.4538,0.0681,0.0563,0.0233,0.0195,0.3588,79.8553,0.5393,Healthy,No treatment needed. Continue regular maintenance and monitoring.
153.4428,103.3471,51.2416,34.129,33.2203,28.5915,0.2234,0.3876,0.2422,0.216,0.058,0.3166,97.0763,0.6016,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
99.4971,107.1108,33.3649,41.2207,35.5586,30.5333,0.2814,0.2357,0.1708,0.086,0.0591,0.2568,86.1533,0.4848,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
148.9563,98.2944,48.738,37.2785,32.4779,15.9204,0.2663,0.3568,0.1573,0.2378,0.0544,0.2195,98.7246,0.6027,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
146.2515,96.7362,54.6095,50.3994,44.3882,27.0429,0.2129,0.3808,0.2092,0.1046,0.0467,0.1888,85.4538,0.5557,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
152.6394,97.6071,57.9364,36.1479,40.7168,22.7394,0.2326,0.2618,0.0619,0.2868,0.0525,0.205,90.2018,0.5837,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
131.9967,104.6437,48.8977,43.8365,35.7213,23.3231,0.2242,0.4211,0.1625,0.3039,0.0473,0.2533,104.3613,0.566,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
103.074,89.5807,52.5091,45.0454,40.7143,32.0517,0.2139,0.3231,0.21,0.08,0.0564,0.2795,81.5818,0.4224,Anthracnose,Apply Copper-based fungicide or Azoxystrobin. Remove infected plant parts. Ensure proper spacing.
94.938,90.0625,54.8888,35.2027,30.135,25.2523,0.1352,0.2721,0.2878,0.0939,0.0754,0.2118,84.1544,0.504,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
123.7786,121.2939,56.2175,39.8695,45.8353,28.7934,0.2503,0.2211,0.0871,0.204,0.0718,0.2618,91.4117,0.4239,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
89.3378,97.2906,48.951,39.9406,39.7676,25.7582,0.2429,0.3583,0.2709,0.1028,0.0521,0.2602,78.5705,0.4332,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
179.3544,166.3594,151.2159,26.4797,20.5307,29.7925,0.2188,0.1871,0.0727,0.1929,0.0385,0.4907,157.1834,0.2187,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
94.8512,129.8974,42.5768,54.3758,60.4698,32.833,0.3383,0.2635,0.1513,0.2605,0.0766,0.3362,87.0266,0.4588,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
136.3268,108.5417,44.4818,40.4647,32.2504,19.9597,0.2344,0.4366,0.1261,0.2479,0.0561,0.2487,107.4745,0.4957,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
114.1218,87.7868,46.7808,42.7604,41.2226,31.713,0.2502,0.2508,0.2334,0.0553,0.0538,0.333,96.6169,0.4579,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
160.7606,146.2593,129.0489,27.8056,28.3811,33.0189,0.2406,0.2229,0.0935,0.064,0.0219,0.332,150.542,0.1599,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
92.6947,108.0679,62.1852,35.7161,46.4536,33.5714,0.2333,0.1828,0.1035,0.1221,0.0533,0.324,91.2948,0.4389,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
120.2281,99.9831,50.1364,42.7146,33.2318,27.2529,0.2389,0.309,0.24,0.0487,0.0616,0.2713,104.1695,0.4492,Cercospora Leaf Spot,Apply Mancozeb or Chlorothalonil. Rotate crops. Remove infected debris after harvest.
142.8433,137.9493,137.562,24.3574,28.4039,33.7865,0.2042,0.236,0.0324,0.1165,0.0342,0.3006,146.6566,0.1524,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
100.9212,102.5368,63.5013,42.7462,44.7556,33.171,0.3798,0.3383,0.2494,0.1224,0.0654,0.26,86.4117,0.4619,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
153.8443,149.6777,140.867,22.7514,19.3118,31.0752,0.2229,0.2935,0.0438,0.05,0.0277,0.4984,161.456,0.2082,Powdery Mildew,Apply Sulphur-based fungicide or Karathane. Prune dense canopy. Avoid excess nitrogen.
97.4138,94.4661,42.4534,34.5349,47.8927,32.8791,0.3252,0.1976,0.3175,0.0106,0.0878,0.2595,71.4326,0.5468,Anthracnose,Apply Copper-based fungicide or Azoxystrobin. Remove infected plant parts. Ensure proper spacing.
139.3675,113.3936,29.9999,45.8999,40.2611,22.3897,0.2087,0.404,0.2416,0.1942,0.0578,0.2135,99.8207,0.5351,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
116.9904,119.8059,47.2131,44.6222,44.3742,21.0713,0.2398,0.1459,0.1404,0.2309,0.0818,0.3236,96.5027,0.493,Mosaic Virus,No cure available. Remove and destroy infected plants. Control aphid vectors with Imidacloprid.
140.1539,121.0268,52.8016,41.8463,27.4708,21.8004,0.1905,0.3999,0.1176,0.2385,0.0294,0.2989,96.4021,0.5594,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
106.8253,103.0714,26.0379,41.8313,41.962,28.9781,0.1851,0.3319,0.2192,0.0882,0.0476,0.2244,88.9094,0.4879,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
97.0095,97.6446,57.4136,46.0532,28.781,24.4387,0.2762,0.3522,0.1102,0.0751,0.0617,0.314,95.5429,0.4791,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
127.4632,99.689,42.6072,40.0954,28.8202,25.1398,0.2963,0.2998,0.2409,0.0801,0.0506,0.2735,91.7768,0.467,Cercospora Leaf Spot,Apply Mancozeb or Chlorothalonil. Rotate crops. Remove infected debris after harvest.
105.2939,93.5669,50.2818,47.4983,35.5077,25.7874,0.2259,0.3135,0.2537,0.1301,0.0622,0.2691,78.652,0.5981,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
95.5379,118.6148,60.9154,28.4172,44.0438,24.4103,0.3771,0.1922,0.0736,0.1008,0.0438,0.3087,92.1602,0.387,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
98.2099,150.9206,65.3201,31.8083,43.8059,24.9987,0.4555,0.0935,0.0917,0.0097,0.0182,0.3967,94.461,0.4611,Healthy,No treatment needed. Continue regular maintenance and monitoring.
146.8095,117.5283,49.6707,37.8238,27.9552,23.1,0.1454,0.4577,0.1435,0.3717,0.0452,0.2608,101.8841,0.5473,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
94.9029,100.792,44.6548,47.8125,36.8772,20.7662,0.2081,0.3253,0.3005,0.0889,0.0567,0.3165,89.5744,0.5798,Bacterial Blight,Apply Streptomycin or Copper hydroxide. Use resistant varieties. Avoid field work in wet conditions.
92.4408,88.3272,45.8712,39.0405,35.98,31.5394,0.181,0.3315,0.2917,0.0563,0.0799,0.1961,85.1323,0.5453,Anthracnose,Apply Copper-based fungicide or Azoxystrobin. Remove infected plant parts. Ensure proper spacing.
126.8599,125.1787,53.8953,48.5468,37.4651,35.769,0.1752,0.3257,0.1387,0.0048,0.0636,0.2856,87.7213,0.4447,Leaf Spot,Apply Carbendazim or Copper oxychloride. Improve air circulation. Use disease-free seeds.
96.3266,90.789,56.5501,40.4142,38.158,34.9236,0.2345,0.1263,0.0947,0.1111,0.0333,0.3818,93.4362,0.4424,Downy Mildew,Apply Metalaxyl or Ridomil Gold. Ensure good drainage. Avoid overhead watering.
76.2285,146.3688,66.8551,39.243,34.1222,27.6746,0.5578,0.1189,0.0356,0.0449,0.019,0.3774,95.9175,0.5351,Healthy,No treatment needed. Continue regular maintenance and monitoring.
144.4815,115.8686,63.765,32.9996,34.4809,17.2782,0.2996,0.3447,0.0923,0.3383,0.0674,0.2765,101.8432,0.5745,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
133.2647,115.238,46.9798,39.9517,39.3948,23.9224,0.2923,0.3524,0.1328,0.2219,0.0457,0.2886,111.6999,0.6076,Rust,Apply Propiconazole or Tebuconazole. Remove infected plant debris. Choose resistant varieties.
